,TIME,MODEL 1,MODEL 2,MODEL 3,MODEL 4
0,0.0,9.064313848203783e-05,-6.687472818039875e-05,-0.00011858831995286175,-0.00015086207744800057
1,0.02040816326530612,0.11903940156154887,0.07452303159901381,0.0803717430236581,0.042958559895284534
2,0.04081632653061224,0.24724257107146236,0.16020172561969312,0.16242422974618098,0.09095853337069629
3,0.061224489795918366,0.37984915473379965,0.2538634199472196,0.2452255651339879,0.1431259604082533
4,0.08163265306122448,0.512008155614138,0.35240232719495546,0.3279624424734504,0.19873774306742129
5,0.1020408163265306,0.6388685767780549,0.4527126599762629,0.40982153543023614,0.2570707834076664
6,0.12244897959183673,0.7552838206014421,0.551688630904504,0.4899634809950365,0.3174019834884544
7,0.14285714285714285,0.8541954833394775,0.6462271219407592,0.5674715517203889,0.3790082453692513
8,0.16326530612244897,0.9281220178118487,0.7333164120278262,0.6414135405203563,0.4411664711095232
9,0.18367346938775508,0.9747034639692127,0.8104076676487881,0.7107992596349731,0.5031535627687359
10,0.2040816326530612,0.9973609659827134,0.8756607501634217,0.7746596092559439,0.564246422406355
11,0.22448979591836732,1.0,0.9280380656762748,0.8320568260191985,0.623721952081847
12,0.24489795918367346,0.9865260421687211,0.9666957006696422,0.8820532426597553,0.6808570538546779
13,0.26530612244897955,0.9608378844676565,0.9908321335995758,0.9237261003214837,0.7349321383832654
14,0.2857142857142857,0.925978684033203,1.0,0.9563354154660395,0.7852749139682869
15,0.3061224489795918,0.8832982672401044,0.9943635798544204,0.9796562232459816,0.8312991107291515
16,0.32653061224489793,0.8342125317872556,0.9747725013562405,0.9940528913104666,0.8725749388743002
17,0.3469387755102041,0.7805474731169292,0.9428308798721732,1.0,0.9087128094652782
18,0.36734693877551017,0.7241688073412615,0.9009566345297989,0.9981091357787197,0.9393467716687858
19,0.3877551020408163,0.6669422505723895,0.852042021571915,0.9890802263220322,0.9641261250419461
20,0.4081632653061224,0.6107201702475155,0.7989646215749783,0.9736146716588651,0.9827012007711564
21,0.42857142857142855,0.556836004065786,0.7441220345794355,0.9524138718181452,0.9947525536487175
22,0.44897959183673464,0.5059490816421853,0.6893857302121854,0.9261792268287996,1.0
23,0.4693877551020408,0.4586736808137945,0.6362108402877553,0.8956121367197564,0.9981659800647127
24,0.4897959183673469,0.4156240794176957,0.5852436761177063,0.8614140015199426,0.9889729340825654
25,0.5102040816326531,0.3774188077702037,0.5370216644043064,0.8242817027380418,0.972160315729316
26,0.5306122448979591,0.3447657159487619,0.4919154731716523,0.7848081504867318,0.9478595170813902
27,0.5510204081632653,0.3181360393876058,0.4500428587019816,0.7434770126107452,0.9166174192327398
28,0.5714285714285714,0.2971192048825876,0.4112272507842536,0.7007377614315597,0.8791093109654746
29,0.5918367346938775,0.281064870679159,0.3752437251195042,0.6569249803309531,0.8361720311171407
30,0.6122448979591836,0.26932233893108964,0.34194409233390727,0.6123333851685233,0.7886740276993591
31,0.6326530612244897,0.2612409117921488,0.3111779033231513,0.5672593243834205,0.7375470518772221
32,0.6530612244897959,0.256169891416106,0.28279470898292486,0.5219991464147967,0.6837721053592508
33,0.673469387755102,0.25345857995673077,0.2566440602089167,0.47684919970180284,0.6283068244742339
34,0.6938775510204082,0.25245627956779243,0.23257550789681572,0.43210583268359043,0.5720841856963444
35,0.7142857142857142,0.25251229240306067,0.21043860294231037,0.38806539379931076,0.5160360933321642
36,0.7346938775510203,0.25297592061630475,0.19008289624108915,0.34502423148811495,0.46109445168827384
37,0.7551020408163265,0.2531964663612942,0.17135777655523407,0.30327869418915426,0.4081908762612948
38,0.7755102040816326,0.25252323179179864,0.1540930144804173,0.2631249688943525,0.3582214803258984
39,0.7959183673469387,0.2503055190615873,0.13808027921473853,0.22485536820615062,0.31200798457808354
40,0.8163265306122448,0.24589263032442987,0.12310686234891609,0.18874271210683433,0.2703424789001931
41,0.836734693877551,0.2386338677340956,0.10896005547366898,0.15503013297530183,0.23389654904381255
42,0.8571428571428571,0.22787853344435413,0.09542715017971594,0.12395335125017634,0.20271047951532692
43,0.8775510204081632,0.21297592960897485,0.08229543805777563,0.09574805536907868,0.17546823374996393
44,0.8979591836734693,0.1932753583817273,0.06935221069856697,0.07064993376962977,0.1505005850749157
45,0.9183673469387754,0.16812612191638082,0.05638475969280849,0.0488946748894503,0.1260988441625025
46,0.9387755102040816,0.13687752236670492,0.04318037663121906,0.03071796716616129,0.10055432168504454
47,0.9591836734693877,0.09887886188646913,0.029526353104517393,0.01635549903738362,0.072158328314862
48,0.9795918367346939,0.05347944262944286,0.01520998070342224,0.006042958940738184,0.03920217472427511
49,1.0,2.8566749395586924e-05,1.855101865236357e-05,1.603531384585957e-05,-2.2828414395913748e-05
