,TIME,MODEL 1,MODEL 2,MODEL 3,MODEL 4
0,0.0,-3.1867384295620545e-05,-4.737087450098529e-05,-6.767227168281619e-05,-8.799621253060186e-05
1,0.02040816326530612,0.09150346244194278,0.06272271274431032,0.05203595363967914,0.037889598371855286
2,0.04081632653061224,0.20748348462102473,0.13526705392847277,0.11263327726455555,0.08145194799529222
3,0.061224489795918366,0.3393542148945905,0.21543724819135046,0.18013505552527295,0.1294400125738679
4,0.08163265306122448,0.47856166900428004,0.3010848910463077,0.2529520453441578,0.18069475202366997
5,0.1020408163265306,0.6165518626917338,0.3900615780067087,0.3294950036435369,0.2340571262607861
6,0.12244897959183673,0.7447708116985917,0.4802189045859177,0.40817468734573675,0.2883680952013039
7,0.14285714285714285,0.8547468766240107,0.5694115363352856,0.4874076108554549,0.34248888703956915
8,0.16326530612244897,0.9372187089568064,0.6561395389966151,0.5657493804490152,0.3958288598507452
9,0.18367346938775508,0.9838747583964583,0.7406567681284495,0.6417977959407559,0.44839533542333304
10,0.2040816326530612,1.0,0.8214080192104256,0.7140882420415195,0.5002602997818654
11,0.22448979591836732,0.9990747302562974,0.896100692554138,0.7811525837814274,0.5516007439536416
12,0.24489795918367346,0.9701017023909351,0.9574527324790642,0.8415247147126652,0.6026136180997299
13,0.26530612244897955,0.9042580473326216,0.9934828373981078,0.8937543954181968,0.6534999928331507
14,0.2857142857142857,0.8217945953052176,1.0,0.936494310487963,0.7043917024341312
15,0.3061224489795918,0.7397949382123219,0.9803254284621284,0.9686411635654771,0.7547183432213408
16,0.32653061224489793,0.6653696723747163,0.9420346651627903,0.9898286024222792,0.8032919832178973
17,0.3469387755102041,0.6026662908385148,0.892975650344044,1.0,0.8488605250011307
18,0.36734693877551017,0.5536506480862646,0.8384127009771084,0.9992243413437362,0.8902614674784323
19,0.3877551020408163,0.5146307214213982,0.7819241507767226,0.9876507160085186,0.9263860792720906
20,0.4081632653061224,0.480364433876936,0.7268269554616513,0.9654992896465008,0.9561327207882523
21,0.42857142857142855,0.4453218835099575,0.6746446098356501,0.9334426000499562,0.9786406087156705
22,0.44897959183673464,0.41069445606284094,0.6257258718285867,0.8940192157939261,0.993396922755168
23,0.4693877551020408,0.38172022821484036,0.5797517338560858,0.850586001485719,1.0
24,0.4897959183673469,0.3635855206166429,0.5362547394388762,0.8051263627189753,0.9979759022951552
25,0.5102040816326531,0.3562151121609812,0.4948006718314215,0.7581597439917497,0.9868517214234368
26,0.5306122448979591,0.35219260836668875,0.4557181611474825,0.7100266833538866,0.9664902313435683
27,0.5510204081632653,0.34760762069462153,0.4199302959597432,0.6612429641534792,0.9370866897687816
28,0.5714285714285714,0.3410842673073219,0.38789549420594566,0.612429376218165,0.8990402290597054
29,0.5918367346938775,0.33119043350294264,0.3597607239548698,0.5642229165628754,0.8534012248568855
30,0.6122448979591836,0.31781360915687,0.33561749997946005,0.5170723867869836,0.8016280532646022
31,0.6326530612244897,0.3032976833694324,0.31559490921674505,0.47137593265949634,0.745376965855225
32,0.6530612244897959,0.2902460504635072,0.29985117856616006,0.42753169994942164,0.6864056932609419
33,0.673469387755102,0.2808040685000236,0.28852204082627014,0.38593488816948884,0.6264752786051736
34,0.6938775510204082,0.27461345411287297,0.28034860788186167,0.3468039214557323,0.5673888908559654
35,0.7142857142857142,0.270464793740497,0.2719251152726607,0.31008322211031014,0.5109268215529372
36,0.7346938775510203,0.2671479701925781,0.26001270520166736,0.2756936423851535,0.4579612373945478
37,0.7551020408163265,0.2634530328134418,0.24433093031447337,0.24355602144339292,0.4086575124247095
38,0.7755102040816326,0.2582732571481844,0.22681417870511028,0.21358697495082013,0.3629223771394666
39,0.7959183673469387,0.25110343062753354,0.20926387493303483,0.185683147937212,0.3205542175526597
40,0.8163265306122448,0.2416760302635405,0.19192390174839707,0.15972793795083623,0.2811722531498809
41,0.836734693877551,0.2297242842573926,0.1745628366978455,0.13559454955549607,0.2450553050975803
42,0.8571428571428571,0.2149814208102774,0.15689882698360363,0.11307258768887682,0.21260714203184936
43,0.8775510204081632,0.19718057275289472,0.1386370389413241,0.09185668059602389,0.18381955260907795
44,0.8979591836734693,0.1759857293123694,0.11948263144255361,0.07202548647290548,0.15733271218498354
45,0.9183673469387754,0.1508698526289843,0.0991407633588387,0.0537611329859506,0.13144890377736543
46,0.9387755102040816,0.121273192765745,0.07731659356172617,0.03724574780158851,0.10447041040402374
47,0.9591836734693877,0.0866359997856569,0.05371528092276277,0.022661458586248392,0.07469951508275817
48,0.9795918367346939,0.04639852375172552,0.028041984313495163,0.010190393006359436,0.040438500831368525
49,1.0,1.0147269562708334e-06,1.8626054700434226e-06,1.4678728350837568e-05,-1.0349332345304767e-05
