;dia;hora inici;hora final;resultat
150;2013-10-25;13:52:00.000;14:17:00.000;FALSO
151;2013-10-25;14:26:00.000;15:19:00.000;VERDADERO
152;2013-10-28;06:24:00.000;06:31:00.000;FALSO
153;2013-10-28;07:53:00.000;08:15:00.000;FALSO
154;2013-10-28;08:33:00.000;09:24:00.000;FALSO
155;2013-10-28;09:33:00.000;09:46:00.000;FALSO
156;2013-10-28;09:50:00.000;10:11:00.000;FALSO
157;2013-10-28;10:17:00.000;10:47:00.000;FALSO
158;2013-10-28;11:39:00.000;12:02:00.000;FALSO
159;2013-10-28;13:48:00.000;14:28:00.000;VERDADERO
160;2013-10-28;14:50:00.000;15:21:00.000;VERDADERO
161;2013-10-28;15:25:00.000;15:45:00.000;FALSO
162;2013-10-28;15:52:00.000;16:20:00.000;FALSO
163;2013-10-28;16:24:00.000;16:46:00.000;FALSO
164;2013-11-06;08:22:00.000;09:25:00.000;FALSO
165;2013-11-06;09:30:00.000;09:51:00.000;FALSO
166;2013-11-06;10:13:00.000;11:46:00.000;FALSO
167;2013-11-06;12:14:00.000;12:32:00.000;FALSO
168;2013-11-06;12:36:00.000;12:55:00.000;FALSO
169;2013-11-06;13:02:00.000;13:22:00.000;FALSO
170;2013-11-06;13:34:00.000;14:12:00.000;VERDADERO
171;2013-11-06;14:35:00.000;14:54:00.000;FALSO
172;2013-11-06;15:18:00.000;15:33:00.000;FALSO
173;2013-11-06;16:18:00.000;16:40:00.000;FALSO
174;2013-11-19;07:16:00.000;07:51:00.000;FALSO
175;2013-11-19;08:51:00.000;09:10:00.000;FALSO
176;2013-11-19;09:24:00.000;09:41:00.000;FALSO
177;2013-11-19;09:56:00.000;10:32:00.000;VERDADERO
178;2013-11-19;10:58:00.000;11:27:00.000;FALSO
179;2013-11-19;11:32:00.000;12:07:00.000;FALSO
180;2013-11-19;12:42:00.000;13:02:00.000;FALSO
181;2013-11-19;13:26:00.000;13:55:00.000;FALSO
182;2013-11-19;14:43:00.000;15:23:00.000;FALSO
183;2013-11-19;15:45:00.000;16:08:00.000;FALSO
184;2014-10-16;06:54:00.000;07:24:00.000;FALSO
185;2014-10-16;07:33:00.000;07:55:00.000;FALSO
186;2014-10-16;08:06:00.000;08:25:00.000;FALSO
187;2014-10-16;08:44:00.000;09:24:00.000;FALSO
188;2014-10-16;09:40:00.000;09:59:00.000;FALSO
189;2014-10-16;10:21:00.000;10:39:00.000;FALSO
190;2014-10-16;10:50:00.000;12:10:00.000;FALSO
191;2014-10-16;12:56:00.000;13:08:00.000;VERDADERO
192;2014-10-16;13:12:00.000;13:34:00.000;FALSO
193;2014-10-16;13:40:00.000;14:25:00.000;FALSO
194;2014-10-16;15:07:00.000;16:01:00.000;FALSO
195;2014-10-16;16:17:00.000;16:50:00.000;FALSO
196;2015-03-09;06:20:00.000;06:29:00.000;FALSO
197;2015-03-09;06:50:00.000;07:12:00.000;FALSO
198;2015-03-09;07:19:00.000;07:36:00.000;FALSO
199;2015-03-09;08:14:00.000;08:44:00.000;FALSO
200;2015-03-09;08:48:00.000;09:06:00.000;FALSO
201;2015-03-09;09:36:00.000;09:57:00.000;FALSO
202;2015-03-09;10:18:00.000;10:33:00.000;FALSO
203;2015-03-09;10:55:00.000;11:16:00.000;FALSO
204;2015-03-09;11:42:00.000;12:05:00.000;FALSO
205;2015-03-09;12:57:00.000;13:08:00.000;FALSO
206;2015-03-09;14:12:00.000;14:44:00.000;VERDADERO
207;2015-03-09;16:00:00.000;16:21:00.000;FALSO
208;2015-03-09;16:41:00.000;17:33:00.000;FALSO
209;2015-03-11;06:17:00.000;06:49:00.000;FALSO
210;2015-03-11;06:54:00.000;07:16:00.000;FALSO
211;2015-03-11;08:00:00.000;08:29:00.000;FALSO
212;2015-03-11;08:37:00.000;08:59:00.000;FALSO
213;2015-03-11;09:39:00.000;10:13:00.000;FALSO
214;2015-03-11;10:17:00.000;10:47:00.000;FALSO
215;2015-03-11;11:00:00.000;11:46:00.000;FALSO
216;2015-03-11;12:54:00.000;13:23:00.000;FALSO
217;2015-03-11;13:42:00.000;14:08:00.000;FALSO
218;2015-03-11;14:13:00.000;14:47:00.000;FALSO
219;2015-03-11;14:54:00.000;15:07:00.000;FALSO
220;2015-03-11;15:28:00.000;16:33:00.000;VERDADERO
221;2015-03-11;16:53:00.000;17:22:00.000;FALSO
222;2015-04-08;07:12:00.000;07:43:00.000;FALSO
223;2015-04-08;07:53:00.000;08:41:00.000;FALSO
224;2015-04-08;09:49:00.000;10:23:00.000;FALSO
225;2015-04-08;10:27:00.000;10:39:00.000;FALSO
226;2015-04-08;10:44:00.000;10:54:00.000;FALSO
227;2015-04-08;12:01:00.000;12:32:00.000;FALSO
228;2015-04-08;13:00:00.000;13:12:00.000;FALSO
229;2015-04-08;14:32:00.000;14:48:00.000;VERDADERO
230;2015-04-08;15:42:00.000;16:06:00.000;FALSO
231;2015-04-08;16:33:00.000;16:43:00.000;FALSO
232;2015-04-08;17:18:00.000;17:39:00.000;FALSO
233;2015-06-21;09:36:00.000;09:59:00.000;VERDADERO
234;2015-06-21;11:49:00.000;12:11:00.000;FALSO
235;2015-06-21;13:21:00.000;13:55:00.000;FALSO
236;2015-06-21;15:31:00.000;15:51:00.000;FALSO
237;2015-06-21;15:55:00.000;16:11:00.000;FALSO
238;2015-06-21;16:36:00.000;17:05:00.000;FALSO
239;2015-06-21;17:18:00.000;17:40:00.000;FALSO
240;2015-06-21;17:44:00.000;17:56:00.000;FALSO
241;2015-06-21;18:06:00.000;18:45:00.000;FALSO
242;2015-07-03;04:48:00.000;05:03:00.000;FALSO
243;2015-07-03;05:07:00.000;05:42:00.000;FALSO
244;2015-07-03;06:29:00.000;06:50:00.000;FALSO
245;2015-07-03;07:50:00.000;07:58:00.000;FALSO
246;2015-07-03;09:20:00.000;09:47:00.000;FALSO
247;2015-07-03;12:11:00.000;12:26:00.000;FALSO
248;2015-07-03;12:30:00.000;12:53:00.000;VERDADERO
249;2015-07-03;13:20:00.000;14:14:00.000;FALSO
250;2015-07-03;14:38:00.000;14:59:00.000;FALSO
251;2015-07-03;15:19:00.000;16:31:00.000;FALSO
252;2015-07-03;18:30:00.000;18:48:00.000;FALSO
253;2015-07-03;18:59:00.000;19:21:00.000;FALSO
254;2015-09-28;06:35:00.000;06:59:00.000;FALSO
255;2015-09-28;07:07:00.000;07:42:00.000;FALSO
256;2015-09-28;08:02:00.000;08:44:00.000;FALSO
257;2015-09-28;08:48:00.000;09:18:00.000;FALSO
258;2015-09-28;09:22:00.000;09:44:00.000;FALSO
259;2015-09-28;09:50:00.000;10:01:00.000;FALSO
260;2015-09-28;10:05:00.000;10:14:00.000;FALSO
261;2015-09-28;11:17:00.000;11:44:00.000;FALSO
262;2015-09-28;12:00:00.000;12:19:00.000;FALSO
263;2015-09-28;12:59:00.000;13:49:00.000;FALSO
264;2015-09-28;13:54:00.000;14:16:00.000;FALSO
265;2015-09-28;14:42:00.000;15:05:00.000;VERDADERO
266;2015-09-28;17:01:00.000;17:18:00.000;FALSO
267;2017-04-03;05:45:00.000;06:07:00.000;FALSO
268;2017-04-03;06:11:00.000;06:20:00.000;FALSO
269;2017-04-03;06:34:00.000;06:48:00.000;FALSO
270;2017-04-03;07:00:00.000;07:12:00.000;FALSO
271;2017-04-03;07:30:00.000;07:51:00.000;FALSO
272;2017-04-03;08:02:00.000;08:15:00.000;FALSO
273;2017-04-03;08:35:00.000;09:01:00.000;FALSO
274;2017-04-03;09:05:00.000;09:37:00.000;FALSO
275;2017-04-03;09:47:00.000;11:04:00.000;FALSO
276;2017-04-03;11:25:00.000;11:58:00.000;FALSO
277;2017-04-03;12:39:00.000;12:57:00.000;FALSO
278;2017-04-03;13:08:00.000;15:00:00.000;VERDADERO
279;2017-04-03;15:18:00.000;15:40:00.000;FALSO
280;2017-04-03;16:12:00.000;16:49:00.000;FALSO
281;2017-09-06;05:48:00.000;06:16:00.000;FALSO
282;2017-09-06;06:36:00.000;06:56:00.000;FALSO
283;2017-09-06;08:02:00.000;08:27:00.000;FALSO
284;2017-09-06;08:32:00.000;09:08:00.000;VERDADERO
285;2017-09-06;09:15:00.000;10:32:00.000;FALSO
286;2017-09-06;10:36:00.000;11:02:00.000;FALSO
287;2017-09-06;11:07:00.000;11:29:00.000;FALSO
288;2017-09-06;11:51:00.000;12:10:00.000;VERDADERO
289;2017-09-06;12:15:00.000;12:39:00.000;FALSO
290;2017-09-06;12:55:00.000;13:49:00.000;FALSO
291;2017-09-06;14:18:00.000;14:44:00.000;FALSO
292;2017-09-06;15:00:00.000;16:18:00.000;FALSO
293;2017-09-06;16:22:00.000;16:49:00.000;FALSO
294;2017-09-06;17:01:00.000;17:29:00.000;FALSO
295;2017-09-10;06:20:00.000;06:31:00.000;FALSO
296;2017-09-10;07:34:00.000;07:48:00.000;FALSO
297;2017-09-10;08:19:00.000;08:40:00.000;FALSO
298;2017-09-10;09:19:00.000;09:30:00.000;FALSO
299;2017-09-10;14:02:00.000;14:59:00.000;FALSO
300;2017-09-10;15:57:00.000;16:10:00.000;FALSO
301;2017-09-10;16:14:00.000;16:34:00.000;FALSO
302;2017-09-10;16:43:00.000;17:00:00.000;FALSO
303;2018-02-07;07:17:00.000;07:40:00.000;FALSO
304;2018-02-07;10:13:00.000;10:21:00.000;FALSO
305;2018-02-07;12:06:00.000;12:20:00.000;FALSO
