;dia;hora inici;hora final;resultat
36;2004-07-20;18:17:30.000;18:47:30.000;FALSO
37;2004-08-14;07:52:30.000;08:05:30.000;FALSO
38;2004-08-14;09:44:30.000;10:18:30.000;FALSO
39;2004-08-14;10:37:30.000;10:55:30.000;FALSO
40;2004-08-14;11:12:30.000;12:07:30.000;FALSO
41;2004-08-14;16:36:30.000;17:08:30.000;FALSO
42;2004-08-15;05:49:30.000;05:58:30.000;FALSO
43;2004-08-15;12:34:30.000;12:43:30.000;VERDADERO
44;2004-08-15;13:29:30.000;13:47:30.000;FALSO
45;2005-05-27;05:42:30.000;05:49:30.000;FALSO
46;2005-05-27;08:04:30.000;08:33:30.000;FALSO
47;2005-05-27;10:29:30.000;10:46:30.000;FALSO
48;2005-05-27;12:21:30.000;12:33:30.000;VERDADERO
49;2005-05-27;13:59:30.000;14:19:30.000;FALSO
50;2005-05-27;15:23:30.000;15:48:30.000;FALSO
51;2005-09-09;07:07:30.000;07:40:30.000;FALSO
52;2005-09-09;07:45:30.000;07:59:30.000;FALSO
53;2005-09-09;08:12:30.000;08:35:30.000;FALSO
54;2005-09-09;09:48:30.000;10:04:30.000;VERDADERO
55;2005-09-09;12:42:30.000;13:01:30.000;FALSO
56;2005-09-09;13:13:30.000;13:33:30.000;FALSO
57;2005-09-09;13:55:30.000;14:10:30.000;FALSO
58;2005-09-09;14:25:30.000;14:46:30.000;FALSO
59;2005-09-09;15:22:30.000;15:55:30.000;FALSO
60;2005-09-09;17:35:30.000;17:58:30.000;FALSO
61;2006-04-27;06:42:30.000;07:03:30.000;FALSO
62;2006-04-27;11:36:30.000;11:55:30.000;FALSO
63;2006-04-27;12:39:30.000;13:00:30.000;FALSO
64;2006-04-27;15:24:30.000;16:11:30.000;VERDADERO
65;2006-12-05;07:32:30.000;07:53:30.000;FALSO
66;2006-12-05;10:25:30.000;10:35:30.000;VERDADERO
67;2006-12-05;13:41:30.000;14:00:30.000;FALSO
68;2011-08-09;05:31:30.000;05:41:30.000;FALSO
69;2011-08-09;06:18:30.000;06:35:30.000;FALSO
70;2011-08-09;07:57:30.000;08:24:30.000;VERDADERO
71;2011-08-09;09:17:30.000;09:40:30.000;FALSO
72;2011-08-09;09:56:30.000;10:16:30.000;FALSO
73;2011-08-09;12:12:30.000;12:27:30.000;FALSO
74;2011-08-09;16:19:30.000;16:37:30.000;FALSO
75;2011-08-09;17:39:30.000;18:15:30.000;FALSO
76;2011-09-08;06:16:30.000;06:33:30.000;FALSO
77;2011-09-08;06:57:30.000;07:13:30.000;FALSO
78;2011-09-08;09:27:30.000;10:00:30.000;FALSO
79;2011-09-08;10:36:30.000;10:56:30.000;FALSO
80;2011-09-08;11:18:30.000;11:41:30.000;FALSO
81;2011-09-08;13:16:30.000;13:32:30.000;FALSO
82;2011-09-08;13:36:30.000;13:59:30.000;FALSO
83;2011-09-08;14:07:30.000;14:32:30.000;FALSO
84;2011-09-08;15:31:30.000;16:08:30.000;VERDADERO
85;2011-09-24;05:55:30.000;06:21:30.000;FALSO
86;2011-09-24;06:25:30.000;06:45:30.000;FALSO
87;2011-09-24;07:18:30.000;07:39:30.000;FALSO
88;2011-09-24;08:49:30.000;09:02:30.000;FALSO
89;2011-09-24;09:09:30.000;09:55:30.000;VERDADERO
90;2011-09-24;11:09:30.000;11:40:30.000;FALSO
91;2011-09-24;11:54:30.000;12:38:30.000;FALSO
92;2011-09-24;12:43:30.000;13:03:30.000;FALSO
93;2011-09-24;13:15:30.000;13:39:30.000;FALSO
94;2011-09-24;13:57:30.000;14:09:30.000;FALSO
95;2011-09-24;14:56:30.000;15:29:30.000;FALSO
96;2011-09-24;16:00:30.000;16:38:30.000;FALSO
97;2013-05-13;05:20:00.000;06:01:00.000;FALSO
98;2013-05-13;07:21:00.000;07:39:00.000;FALSO
99;2013-05-13;07:51:00.000;08:26:00.000;FALSO
100;2013-05-13;08:47:00.000;09:04:00.000;FALSO
101;2013-05-13;09:41:00.000;10:32:00.000;FALSO
102;2013-05-13;10:59:00.000;11:11:00.000;FALSO
103;2013-05-13;11:53:00.000;12:19:00.000;FALSO
104;2013-05-13;12:46:00.000;12:58:00.000;FALSO
105;2013-05-13;14:25:00.000;14:40:00.000;FALSO
106;2013-05-13;15:08:00.000;15:19:00.000;FALSO
107;2013-05-13;15:35:00.000;16:17:00.000;VERDADERO
108;2013-05-13;16:59:00.000;17:17:00.000;FALSO
109;2013-05-13;17:39:00.000;18:20:00.000;FALSO
110;2013-05-13;18:25:00.000;18:48:00.000;FALSO
111;2013-10-25;07:50:00.000;08:08:00.000;VERDADERO
112;2013-10-25;08:54:00.000;09:17:00.000;FALSO
113;2013-10-25;11:11:00.000;11:34:00.000;FALSO
114;2013-10-25;12:57:00.000;13:16:00.000;FALSO
115;2013-10-25;13:58:00.000;14:10:00.000;FALSO
116;2013-10-25;14:26:00.000;15:19:00.000;VERDADERO
117;2013-10-28;06:24:00.000;06:31:00.000;FALSO
118;2013-10-28;08:33:00.000;09:04:00.000;FALSO
119;2013-10-28;09:08:00.000;09:24:00.000;FALSO
120;2013-10-28;09:50:00.000;10:11:00.000;FALSO
121;2013-10-28;11:39:00.000;12:02:00.000;FALSO
122;2013-10-28;13:48:00.000;14:25:00.000;VERDADERO
123;2013-10-28;14:50:00.000;15:21:00.000;VERDADERO
124;2013-10-28;15:25:00.000;15:45:00.000;FALSO
125;2013-10-28;16:24:00.000;16:46:00.000;FALSO
126;2013-11-06;08:22:00.000;09:25:00.000;FALSO
127;2013-11-06;09:30:00.000;09:51:00.000;FALSO
128;2013-11-06;10:13:00.000;10:36:00.000;FALSO
129;2013-11-06;10:40:00.000;11:01:00.000;FALSO
130;2013-11-06;11:06:00.000;11:46:00.000;FALSO
131;2013-11-06;12:37:00.000;12:55:00.000;FALSO
132;2013-11-06;13:02:00.000;13:22:00.000;FALSO
133;2013-11-06;13:34:00.000;14:12:00.000;VERDADERO
134;2013-11-06;14:35:00.000;14:54:00.000;FALSO
135;2013-11-06;15:18:00.000;15:33:00.000;FALSO
136;2013-11-19;07:16:00.000;07:51:00.000;FALSO
137;2013-11-19;08:51:00.000;09:10:00.000;FALSO
138;2013-11-19;10:10:00.000;10:32:00.000;VERDADERO
139;2013-11-19;10:58:00.000;11:27:00.000;FALSO
140;2013-11-19;11:35:00.000;12:07:00.000;FALSO
141;2013-11-19;12:42:00.000;13:02:00.000;FALSO
142;2013-11-19;13:26:00.000;13:55:00.000;FALSO
143;2013-11-19;14:43:00.000;15:23:00.000;FALSO
144;2013-11-19;15:45:00.000;16:08:00.000;FALSO
145;2014-10-16;06:54:00.000;07:24:00.000;FALSO
146;2014-10-16;08:06:00.000;08:25:00.000;FALSO
147;2014-10-16;08:44:00.000;09:24:00.000;FALSO
148;2014-10-16;09:40:00.000;09:59:00.000;FALSO
149;2014-10-16;10:21:00.000;10:39:00.000;FALSO
150;2014-10-16;10:50:00.000;12:10:00.000;FALSO
151;2014-10-16;12:56:00.000;13:07:00.000;VERDADERO
152;2014-10-16;13:12:00.000;13:34:00.000;FALSO
153;2014-10-16;13:40:00.000;14:25:00.000;FALSO
154;2014-10-16;15:07:00.000;16:00:00.000;FALSO
155;2014-10-16;16:17:00.000;16:50:00.000;FALSO
156;2015-03-09;06:20:00.000;06:29:00.000;FALSO
157;2015-03-09;06:51:00.000;07:12:00.000;FALSO
158;2015-03-09;07:19:00.000;07:36:00.000;FALSO
159;2015-03-09;08:48:00.000;09:06:00.000;FALSO
160;2015-03-09;10:19:00.000;10:33:00.000;FALSO
161;2015-03-09;10:55:00.000;11:16:00.000;FALSO
162;2015-03-09;11:42:00.000;12:05:00.000;FALSO
163;2015-03-09;12:57:00.000;13:08:00.000;FALSO
164;2015-03-09;14:12:00.000;14:44:00.000;VERDADERO
165;2015-03-09;16:00:00.000;16:21:00.000;FALSO
166;2015-03-09;16:41:00.000;17:18:00.000;FALSO
167;2015-03-09;17:22:00.000;17:33:00.000;FALSO
168;2015-03-11;06:17:00.000;06:49:00.000;FALSO
169;2015-03-11;06:54:00.000;07:16:00.000;FALSO
170;2015-03-11;08:00:00.000;08:29:00.000;FALSO
171;2015-03-11;08:37:00.000;08:59:00.000;FALSO
172;2015-03-11;09:39:00.000;10:06:00.000;FALSO
173;2015-03-11;10:17:00.000;10:47:00.000;FALSO
174;2015-03-11;11:00:00.000;11:27:00.000;FALSO
175;2015-03-11;12:54:00.000;13:23:00.000;FALSO
176;2015-03-11;13:42:00.000;14:08:00.000;FALSO
177;2015-03-11;14:13:00.000;14:47:00.000;FALSO
178;2015-03-11;14:55:00.000;15:07:00.000;FALSO
179;2015-03-11;15:28:00.000;15:51:00.000;FALSO
180;2015-03-11;15:59:00.000;16:33:00.000;VERDADERO
181;2015-03-11;16:53:00.000;17:08:00.000;FALSO
182;2015-04-08;07:12:00.000;07:43:00.000;FALSO
183;2015-04-08;07:53:00.000;08:41:00.000;FALSO
184;2015-04-08;09:50:00.000;10:10:00.000;FALSO
185;2015-04-08;10:27:00.000;10:39:00.000;FALSO
186;2015-04-08;10:44:00.000;10:54:00.000;FALSO
187;2015-04-08;12:01:00.000;12:32:00.000;FALSO
188;2015-04-08;13:00:00.000;13:10:00.000;FALSO
189;2015-04-08;14:32:00.000;14:48:00.000;VERDADERO
190;2015-04-08;16:33:00.000;16:43:00.000;FALSO
191;2015-04-08;17:19:00.000;17:39:00.000;FALSO
192;2015-06-21;09:36:00.000;09:54:00.000;VERDADERO
193;2015-06-21;11:49:00.000;12:11:00.000;FALSO
194;2015-06-21;13:21:00.000;13:55:00.000;FALSO
195;2015-06-21;15:31:00.000;15:51:00.000;FALSO
196;2015-06-21;15:55:00.000;16:11:00.000;FALSO
197;2015-06-21;16:36:00.000;17:05:00.000;FALSO
198;2015-06-21;17:18:00.000;17:40:00.000;FALSO
199;2015-06-21;17:44:00.000;17:56:00.000;FALSO
200;2015-06-21;18:06:00.000;18:16:00.000;FALSO
201;2015-06-21;18:20:00.000;18:45:00.000;FALSO
202;2015-07-03;04:48:00.000;05:03:00.000;FALSO
203;2015-07-03;05:07:00.000;05:17:00.000;FALSO
204;2015-07-03;06:29:00.000;06:49:00.000;FALSO
205;2015-07-03;07:50:00.000;07:58:00.000;FALSO
206;2015-07-03;09:20:00.000;09:47:00.000;FALSO
207;2015-07-03;12:11:00.000;12:26:00.000;FALSO
208;2015-07-03;12:30:00.000;12:53:00.000;VERDADERO
209;2015-07-03;13:20:00.000;14:14:00.000;FALSO
210;2015-07-03;14:38:00.000;14:58:00.000;FALSO
211;2015-07-03;15:21:00.000;16:08:00.000;FALSO
212;2015-07-03;16:14:00.000;16:22:00.000;FALSO
213;2015-07-03;18:30:00.000;18:48:00.000;FALSO
214;2015-09-28;06:35:00.000;06:59:00.000;FALSO
215;2015-09-28;07:17:00.000;07:42:00.000;FALSO
216;2015-09-28;08:02:00.000;08:43:00.000;FALSO
217;2015-09-28;08:48:00.000;09:18:00.000;FALSO
218;2015-09-28;09:22:00.000;09:44:00.000;FALSO
219;2015-09-28;09:50:00.000;10:01:00.000;FALSO
220;2015-09-28;11:17:00.000;11:44:00.000;FALSO
221;2015-09-28;12:05:00.000;12:17:00.000;FALSO
222;2015-09-28;13:16:00.000;13:49:00.000;FALSO
223;2015-09-28;14:02:00.000;14:10:00.000;FALSO
224;2015-09-28;14:42:00.000;15:04:00.000;VERDADERO
225;2015-09-28;17:01:00.000;17:18:00.000;FALSO
226;2017-04-03;05:45:00.000;06:07:00.000;FALSO
227;2017-04-03;06:11:00.000;06:20:00.000;FALSO
228;2017-04-03;06:34:00.000;06:48:00.000;FALSO
229;2017-04-03;07:00:00.000;07:11:00.000;FALSO
230;2017-04-03;08:02:00.000;08:15:00.000;FALSO
231;2017-04-03;08:35:00.000;09:00:00.000;FALSO
232;2017-04-03;09:05:00.000;09:37:00.000;FALSO
233;2017-04-03;09:47:00.000;10:34:00.000;FALSO
234;2017-04-03;10:38:00.000;11:04:00.000;FALSO
235;2017-04-03;11:25:00.000;11:58:00.000;FALSO
236;2017-04-03;13:08:00.000;15:00:00.000;VERDADERO
237;2017-04-03;15:20:00.000;15:40:00.000;FALSO
238;2017-04-03;16:16:00.000;16:49:00.000;FALSO
239;2017-09-06;05:48:00.000;06:16:00.000;FALSO
240;2017-09-06;06:36:00.000;06:55:00.000;FALSO
241;2017-09-06;08:02:00.000;08:27:00.000;FALSO
242;2017-09-06;08:32:00.000;08:53:00.000;FALSO
243;2017-09-06;08:58:00.000;09:08:00.000;VERDADERO
244;2017-09-06;09:15:00.000;10:32:00.000;FALSO
245;2017-09-06;10:45:00.000;11:02:00.000;FALSO
246;2017-09-06;11:07:00.000;11:29:00.000;FALSO
247;2017-09-06;11:51:00.000;12:10:00.000;VERDADERO
248;2017-09-06;12:15:00.000;12:38:00.000;FALSO
249;2017-09-06;12:55:00.000;13:18:00.000;FALSO
250;2017-09-06;13:22:00.000;13:38:00.000;FALSO
251;2017-09-06;14:24:00.000;14:44:00.000;FALSO
252;2017-09-06;15:19:00.000;16:07:00.000;FALSO
253;2017-09-06;16:22:00.000;16:39:00.000;FALSO
254;2017-09-06;17:01:00.000;17:22:00.000;FALSO
255;2017-09-10;06:20:00.000;06:31:00.000;FALSO
256;2017-09-10;07:34:00.000;07:48:00.000;FALSO
257;2017-09-10;14:02:00.000;14:57:00.000;FALSO
258;2018-02-07;07:19:00.000;07:40:00.000;FALSO
259;2018-02-07;10:13:00.000;10:21:00.000;FALSO
