;dia;hora inici;hora final;resultat
36;2005-09-09;09:48:30.000;10:04:30.000;VERDADERO
37;2005-09-09;12:42:30.000;13:00:30.000;FALSO
38;2005-09-09;13:55:30.000;14:09:30.000;FALSO
39;2005-09-09;14:25:30.000;14:46:30.000;FALSO
40;2005-09-09;15:22:30.000;15:55:30.000;FALSO
41;2005-09-09;17:35:30.000;17:58:30.000;FALSO
42;2006-04-27;11:36:30.000;11:55:30.000;FALSO
43;2006-04-27;12:39:30.000;13:00:30.000;FALSO
44;2006-04-27;15:24:30.000;15:53:30.000;VERDADERO
45;2011-08-09;05:31:30.000;05:40:30.000;FALSO
46;2011-08-09;06:18:30.000;06:35:30.000;FALSO
47;2011-08-09;07:57:30.000;08:18:30.000;VERDADERO
48;2011-08-09;09:17:30.000;09:40:30.000;FALSO
49;2011-08-09;12:12:30.000;12:27:30.000;FALSO
50;2011-08-09;17:40:30.000;18:06:30.000;FALSO
51;2011-09-08;10:36:30.000;10:56:30.000;FALSO
52;2011-09-08;11:18:30.000;11:39:30.000;FALSO
53;2011-09-08;13:16:30.000;13:32:30.000;FALSO
54;2011-09-08;13:37:30.000;13:59:30.000;FALSO
55;2011-09-08;15:31:30.000;16:08:30.000;VERDADERO
56;2011-09-24;05:55:30.000;06:16:30.000;FALSO
57;2011-09-24;07:18:30.000;07:39:30.000;FALSO
58;2011-09-24;08:49:30.000;09:02:30.000;FALSO
59;2011-09-24;09:09:30.000;09:55:30.000;VERDADERO
60;2011-09-24;11:54:30.000;12:38:30.000;FALSO
61;2011-09-24;13:15:30.000;13:30:30.000;FALSO
62;2011-09-24;13:57:30.000;14:09:30.000;FALSO
63;2011-09-24;14:56:30.000;15:29:30.000;FALSO
64;2011-09-24;16:00:30.000;16:38:30.000;FALSO
65;2013-05-13;05:20:00.000;05:42:00.000;FALSO
66;2013-05-13;05:46:00.000;06:01:00.000;FALSO
67;2013-05-13;07:21:00.000;07:39:00.000;FALSO
68;2013-05-13;07:51:00.000;08:26:00.000;FALSO
69;2013-05-13;09:56:00.000;10:32:00.000;FALSO
70;2013-05-13;11:53:00.000;12:19:00.000;FALSO
71;2013-05-13;14:25:00.000;14:40:00.000;FALSO
72;2013-05-13;15:08:00.000;15:19:00.000;FALSO
73;2013-05-13;15:37:00.000;16:04:00.000;VERDADERO
74;2013-05-13;16:08:00.000;16:17:00.000;FALSO
75;2013-05-13;17:39:00.000;18:20:00.000;FALSO
76;2013-05-13;18:25:00.000;18:41:00.000;FALSO
77;2013-10-25;07:51:00.000;08:08:00.000;VERDADERO
78;2013-10-25;08:54:00.000;09:17:00.000;FALSO
79;2013-10-25;14:48:00.000;15:19:00.000;VERDADERO
80;2013-10-28;08:35:00.000;09:04:00.000;FALSO
81;2013-10-28;09:08:00.000;09:23:00.000;FALSO
82;2013-10-28;09:50:00.000;10:11:00.000;FALSO
83;2013-10-28;11:39:00.000;11:54:00.000;FALSO
84;2013-10-28;13:48:00.000;14:22:00.000;VERDADERO
85;2013-10-28;14:50:00.000;15:21:00.000;VERDADERO
86;2013-11-06;08:22:00.000;09:25:00.000;FALSO
87;2013-11-06;09:33:00.000;09:43:00.000;FALSO
88;2013-11-06;10:13:00.000;10:33:00.000;FALSO
89;2013-11-06;10:41:00.000;11:01:00.000;FALSO
90;2013-11-06;11:06:00.000;11:45:00.000;FALSO
91;2013-11-06;13:35:00.000;14:12:00.000;VERDADERO
92;2013-11-06;14:38:00.000;14:54:00.000;FALSO
93;2013-11-19;07:16:00.000;07:45:00.000;FALSO
94;2013-11-19;08:51:00.000;09:10:00.000;FALSO
95;2013-11-19;10:10:00.000;10:32:00.000;VERDADERO
96;2013-11-19;10:58:00.000;11:27:00.000;FALSO
97;2013-11-19;12:42:00.000;13:02:00.000;FALSO
98;2013-11-19;13:26:00.000;13:45:00.000;FALSO
99;2013-11-19;14:44:00.000;15:22:00.000;FALSO
100;2013-11-19;15:47:00.000;16:08:00.000;FALSO
101;2014-10-16;08:45:00.000;09:20:00.000;FALSO
102;2014-10-16;09:40:00.000;09:59:00.000;FALSO
103;2014-10-16;10:21:00.000;10:39:00.000;FALSO
104;2014-10-16;10:50:00.000;11:02:00.000;FALSO
105;2014-10-16;11:08:00.000;12:10:00.000;FALSO
106;2014-10-16;12:58:00.000;13:07:00.000;VERDADERO
107;2014-10-16;13:13:00.000;13:32:00.000;FALSO
108;2014-10-16;13:40:00.000;14:25:00.000;FALSO
109;2014-10-16;15:25:00.000;16:00:00.000;FALSO
110;2014-10-16;16:29:00.000;16:50:00.000;FALSO
111;2015-03-09;06:51:00.000;07:11:00.000;FALSO
112;2015-03-09;07:19:00.000;07:36:00.000;FALSO
113;2015-03-09;08:53:00.000;09:04:00.000;FALSO
114;2015-03-09;10:19:00.000;10:33:00.000;FALSO
115;2015-03-09;10:56:00.000;11:16:00.000;FALSO
116;2015-03-09;14:21:00.000;14:44:00.000;VERDADERO
117;2015-03-09;16:00:00.000;16:21:00.000;FALSO
118;2015-03-09;16:41:00.000;17:18:00.000;FALSO
119;2015-03-09;17:22:00.000;17:33:00.000;FALSO
120;2015-03-11;06:54:00.000;07:15:00.000;FALSO
121;2015-03-11;08:00:00.000;08:19:00.000;FALSO
122;2015-03-11;08:37:00.000;08:59:00.000;FALSO
123;2015-03-11;09:39:00.000;10:06:00.000;FALSO
124;2015-03-11;10:19:00.000;10:47:00.000;FALSO
125;2015-03-11;11:01:00.000;11:27:00.000;FALSO
126;2015-03-11;12:54:00.000;13:23:00.000;FALSO
127;2015-03-11;13:42:00.000;14:08:00.000;FALSO
128;2015-03-11;14:13:00.000;14:35:00.000;FALSO
129;2015-03-11;15:28:00.000;15:40:00.000;FALSO
130;2015-03-11;16:03:00.000;16:33:00.000;VERDADERO
131;2015-04-08;07:12:00.000;07:43:00.000;FALSO
132;2015-04-08;07:53:00.000;08:13:00.000;FALSO
133;2015-04-08;10:27:00.000;10:39:00.000;FALSO
134;2015-04-08;12:03:00.000;12:28:00.000;FALSO
135;2015-04-08;14:32:00.000;14:48:00.000;VERDADERO
136;2015-06-21;09:36:00.000;09:47:00.000;VERDADERO
137;2015-06-21;11:49:00.000;12:11:00.000;FALSO
138;2015-06-21;13:21:00.000;13:55:00.000;FALSO
139;2015-06-21;15:31:00.000;15:51:00.000;FALSO
140;2015-06-21;15:55:00.000;16:11:00.000;FALSO
141;2015-06-21;16:36:00.000;17:03:00.000;FALSO
142;2015-06-21;17:18:00.000;17:39:00.000;FALSO
143;2015-06-21;18:20:00.000;18:33:00.000;FALSO
144;2015-07-03;04:48:00.000;05:03:00.000;FALSO
145;2015-07-03;05:07:00.000;05:17:00.000;FALSO
146;2015-07-03;06:32:00.000;06:47:00.000;FALSO
147;2015-07-03;07:50:00.000;07:58:00.000;FALSO
148;2015-07-03;13:26:00.000;13:50:00.000;FALSO
149;2015-07-03;14:40:00.000;14:58:00.000;FALSO
150;2015-07-03;15:21:00.000;16:08:00.000;FALSO
151;2015-07-03;16:14:00.000;16:22:00.000;FALSO
152;2015-07-03;18:31:00.000;18:48:00.000;FALSO
153;2015-09-28;07:19:00.000;07:32:00.000;FALSO
154;2015-09-28;08:02:00.000;08:36:00.000;FALSO
155;2015-09-28;08:48:00.000;09:18:00.000;FALSO
156;2015-09-28;09:54:00.000;10:01:00.000;FALSO
157;2015-09-28;11:21:00.000;11:44:00.000;FALSO
158;2015-09-28;13:16:00.000;13:49:00.000;FALSO
159;2015-09-28;14:02:00.000;14:10:00.000;FALSO
160;2015-09-28;14:42:00.000;15:04:00.000;VERDADERO
161;2015-09-28;17:01:00.000;17:14:00.000;FALSO
162;2017-04-03;05:45:00.000;06:07:00.000;FALSO
163;2017-04-03;09:05:00.000;09:37:00.000;FALSO
164;2017-04-03;10:00:00.000;10:12:00.000;FALSO
165;2017-04-03;11:25:00.000;11:47:00.000;FALSO
166;2017-04-03;13:08:00.000;13:55:00.000;FALSO
167;2017-04-03;13:59:00.000;15:00:00.000;VERDADERO
168;2017-04-03;16:16:00.000;16:48:00.000;FALSO
169;2017-09-06;06:00:00.000;06:16:00.000;FALSO
170;2017-09-06;06:36:00.000;06:55:00.000;FALSO
171;2017-09-06;08:02:00.000;08:14:00.000;FALSO
172;2017-09-06;08:32:00.000;08:53:00.000;FALSO
173;2017-09-06;08:58:00.000;09:08:00.000;VERDADERO
174;2017-09-06;09:44:00.000;10:12:00.000;FALSO
175;2017-09-06;10:17:00.000;10:32:00.000;FALSO
176;2017-09-06;11:07:00.000;11:24:00.000;FALSO
177;2017-09-06;11:51:00.000;12:09:00.000;VERDADERO
178;2017-09-06;12:55:00.000;13:18:00.000;FALSO
179;2017-09-06;13:26:00.000;13:38:00.000;FALSO
180;2017-09-06;14:26:00.000;14:44:00.000;FALSO
181;2017-09-06;15:19:00.000;16:07:00.000;FALSO
182;2017-09-06;16:25:00.000;16:39:00.000;FALSO
183;2017-09-06;17:01:00.000;17:20:00.000;FALSO
184;2017-09-10;07:34:00.000;07:48:00.000;FALSO
185;2017-09-10;14:02:00.000;14:42:00.000;FALSO
186;2018-02-07;07:19:00.000;07:40:00.000;FALSO
