;dia;hora inici;hora final;resultat
158;2013-05-13;07:51:00.000;08:26:00.000;FALSO
159;2013-05-13;08:47:00.000;09:05:00.000;FALSO
160;2013-05-13;09:25:00.000;10:32:00.000;FALSO
161;2013-05-13;10:59:00.000;11:11:00.000;FALSO
162;2013-05-13;11:21:00.000;11:49:00.000;FALSO
163;2013-05-13;11:53:00.000;12:24:00.000;FALSO
164;2013-05-13;12:35:00.000;13:04:00.000;FALSO
165;2013-05-13;14:25:00.000;14:40:00.000;FALSO
166;2013-05-13;15:08:00.000;16:30:00.000;VERDADERO
167;2013-05-13;16:59:00.000;17:17:00.000;FALSO
168;2013-05-13;17:39:00.000;18:20:00.000;FALSO
169;2013-05-13;18:25:00.000;18:48:00.000;FALSO
170;2013-10-25;07:08:00.000;07:28:00.000;FALSO
171;2013-10-25;07:50:00.000;08:08:00.000;VERDADERO
172;2013-10-25;08:12:00.000;08:24:00.000;FALSO
173;2013-10-25;08:50:00.000;09:17:00.000;FALSO
174;2013-10-25;09:22:00.000;09:43:00.000;FALSO
175;2013-10-25;09:55:00.000;10:16:00.000;FALSO
176;2013-10-25;11:06:00.000;11:34:00.000;FALSO
177;2013-10-25;11:59:00.000;12:22:00.000;FALSO
178;2013-10-25;12:55:00.000;13:33:00.000;FALSO
179;2013-10-25;13:52:00.000;14:17:00.000;FALSO
180;2013-10-25;14:26:00.000;15:21:00.000;VERDADERO
181;2013-10-28;06:24:00.000;06:31:00.000;FALSO
182;2013-10-28;07:53:00.000;08:15:00.000;FALSO
183;2013-10-28;08:33:00.000;09:24:00.000;FALSO
184;2013-10-28;09:33:00.000;10:11:00.000;FALSO
185;2013-10-28;10:17:00.000;10:47:00.000;FALSO
186;2013-10-28;11:39:00.000;12:02:00.000;FALSO
187;2013-10-28;12:07:00.000;12:29:00.000;FALSO
188;2013-10-28;13:48:00.000;14:28:00.000;VERDADERO
189;2013-10-28;14:47:00.000;15:45:00.000;VERDADERO
190;2013-10-28;15:52:00.000;16:20:00.000;FALSO
191;2013-10-28;16:24:00.000;16:46:00.000;FALSO
192;2013-11-06;07:52:00.000;08:17:00.000;FALSO
193;2013-11-06;08:22:00.000;09:25:00.000;FALSO
194;2013-11-06;09:30:00.000;09:52:00.000;FALSO
195;2013-11-06;10:09:00.000;11:46:00.000;FALSO
196;2013-11-06;12:11:00.000;12:32:00.000;FALSO
197;2013-11-06;12:36:00.000;12:55:00.000;FALSO
198;2013-11-06;13:02:00.000;13:22:00.000;FALSO
199;2013-11-06;13:34:00.000;14:13:00.000;VERDADERO
200;2013-11-06;14:35:00.000;15:03:00.000;FALSO
201;2013-11-06;15:18:00.000;15:33:00.000;FALSO
202;2013-11-06;16:18:00.000;16:40:00.000;FALSO
203;2013-11-19;07:16:00.000;08:01:00.000;FALSO
204;2013-11-19;08:44:00.000;09:10:00.000;FALSO
205;2013-11-19;09:23:00.000;10:41:00.000;VERDADERO
206;2013-11-19;10:58:00.000;11:27:00.000;FALSO
207;2013-11-19;11:32:00.000;12:08:00.000;FALSO
208;2013-11-19;12:42:00.000;13:05:00.000;FALSO
209;2013-11-19;13:25:00.000;13:55:00.000;FALSO
210;2013-11-19;14:43:00.000;15:23:00.000;FALSO
211;2013-11-19;15:45:00.000;16:08:00.000;FALSO
212;2014-10-16;06:54:00.000;07:24:00.000;FALSO
213;2014-10-16;07:33:00.000;07:55:00.000;FALSO
214;2014-10-16;08:06:00.000;08:27:00.000;FALSO
215;2014-10-16;08:44:00.000;09:24:00.000;FALSO
216;2014-10-16;09:40:00.000;09:59:00.000;FALSO
217;2014-10-16;10:21:00.000;10:39:00.000;FALSO
218;2014-10-16;10:50:00.000;12:11:00.000;FALSO
219;2014-10-16;12:56:00.000;13:34:00.000;VERDADERO
220;2014-10-16;13:40:00.000;14:25:00.000;FALSO
221;2014-10-16;14:31:00.000;15:00:00.000;FALSO
222;2014-10-16;15:07:00.000;16:01:00.000;FALSO
223;2014-10-16;16:17:00.000;16:50:00.000;FALSO
224;2015-03-09;06:20:00.000;06:29:00.000;FALSO
225;2015-03-09;06:49:00.000;07:12:00.000;FALSO
226;2015-03-09;07:19:00.000;07:36:00.000;FALSO
227;2015-03-09;08:06:00.000;08:44:00.000;FALSO
228;2015-03-09;08:48:00.000;09:11:00.000;FALSO
229;2015-03-09;09:28:00.000;09:57:00.000;FALSO
230;2015-03-09;10:17:00.000;10:40:00.000;FALSO
231;2015-03-09;10:46:00.000;11:23:00.000;FALSO
232;2015-03-09;11:27:00.000;12:06:00.000;FALSO
233;2015-03-09;12:57:00.000;13:08:00.000;FALSO
234;2015-03-09;14:12:00.000;14:44:00.000;VERDADERO
235;2015-03-09;15:31:00.000;15:42:00.000;FALSO
236;2015-03-09;16:00:00.000;16:21:00.000;FALSO
237;2015-03-09;16:40:00.000;17:33:00.000;FALSO
238;2015-03-11;06:17:00.000;06:49:00.000;FALSO
239;2015-03-11;06:54:00.000;07:16:00.000;FALSO
240;2015-03-11;07:25:00.000;07:44:00.000;FALSO
241;2015-03-11;07:48:00.000;08:29:00.000;FALSO
242;2015-03-11;08:37:00.000;08:59:00.000;FALSO
243;2015-03-11;09:39:00.000;10:13:00.000;FALSO
244;2015-03-11;10:17:00.000;10:47:00.000;FALSO
245;2015-03-11;11:00:00.000;11:46:00.000;FALSO
246;2015-03-11;12:20:00.000;12:39:00.000;FALSO
247;2015-03-11;12:54:00.000;13:36:00.000;FALSO
248;2015-03-11;13:41:00.000;14:08:00.000;FALSO
249;2015-03-11;14:13:00.000;14:47:00.000;FALSO
250;2015-03-11;14:53:00.000;15:19:00.000;FALSO
251;2015-03-11;15:28:00.000;16:33:00.000;VERDADERO
252;2015-03-11;16:53:00.000;17:22:00.000;FALSO
253;2015-04-08;07:12:00.000;07:43:00.000;FALSO
254;2015-04-08;07:53:00.000;08:46:00.000;FALSO
255;2015-04-08;09:49:00.000;10:23:00.000;FALSO
256;2015-04-08;10:27:00.000;10:39:00.000;FALSO
257;2015-04-08;10:44:00.000;11:09:00.000;FALSO
258;2015-04-08;11:31:00.000;11:48:00.000;FALSO
259;2015-04-08;12:01:00.000;12:32:00.000;FALSO
260;2015-04-08;13:00:00.000;13:12:00.000;FALSO
261;2015-04-08;14:32:00.000;14:51:00.000;VERDADERO
262;2015-04-08;15:01:00.000;15:14:00.000;FALSO
263;2015-04-08;15:42:00.000;16:06:00.000;FALSO
264;2015-04-08;16:33:00.000;16:43:00.000;FALSO
265;2015-04-08;16:53:00.000;17:10:00.000;FALSO
266;2015-04-08;17:18:00.000;17:39:00.000;FALSO
267;2015-06-21;05:24:00.000;05:48:00.000;FALSO
268;2015-06-21;09:36:00.000;09:59:00.000;VERDADERO
269;2015-06-21;11:49:00.000;12:11:00.000;FALSO
270;2015-06-21;13:21:00.000;13:55:00.000;FALSO
271;2015-06-21;15:31:00.000;15:51:00.000;FALSO
272;2015-06-21;15:55:00.000;16:11:00.000;FALSO
273;2015-06-21;16:31:00.000;17:05:00.000;FALSO
274;2015-06-21;17:18:00.000;17:40:00.000;FALSO
275;2015-06-21;17:44:00.000;17:56:00.000;FALSO
276;2015-06-21;18:06:00.000;18:46:00.000;FALSO
277;2015-07-03;04:47:00.000;05:42:00.000;FALSO
278;2015-07-03;06:29:00.000;06:50:00.000;FALSO
279;2015-07-03;07:50:00.000;07:58:00.000;FALSO
280;2015-07-03;09:16:00.000;09:47:00.000;FALSO
281;2015-07-03;12:11:00.000;12:26:00.000;FALSO
282;2015-07-03;12:30:00.000;12:53:00.000;VERDADERO
283;2015-07-03;13:20:00.000;14:14:00.000;FALSO
284;2015-07-03;14:38:00.000;14:59:00.000;FALSO
285;2015-07-03;15:19:00.000;16:31:00.000;FALSO
286;2015-07-03;16:37:00.000;16:45:00.000;FALSO
287;2015-07-03;18:30:00.000;18:54:00.000;FALSO
288;2015-07-03;18:59:00.000;19:21:00.000;FALSO
289;2015-09-28;06:35:00.000;06:59:00.000;FALSO
290;2015-09-28;07:07:00.000;07:42:00.000;FALSO
291;2015-09-28;08:02:00.000;09:18:00.000;FALSO
292;2015-09-28;09:22:00.000;09:44:00.000;FALSO
293;2015-09-28;09:50:00.000;10:14:00.000;FALSO
294;2015-09-28;10:38:00.000;10:52:00.000;FALSO
295;2015-09-28;11:17:00.000;11:44:00.000;FALSO
296;2015-09-28;12:00:00.000;12:19:00.000;FALSO
297;2015-09-28;12:59:00.000;13:49:00.000;FALSO
298;2015-09-28;13:54:00.000;14:16:00.000;FALSO
299;2015-09-28;14:42:00.000;15:05:00.000;VERDADERO
300;2015-09-28;16:59:00.000;17:18:00.000;FALSO
301;2017-04-03;05:45:00.000;06:07:00.000;FALSO
302;2017-04-03;06:11:00.000;06:21:00.000;FALSO
303;2017-04-03;06:30:00.000;06:54:00.000;FALSO
304;2017-04-03;07:00:00.000;07:12:00.000;FALSO
305;2017-04-03;07:30:00.000;07:58:00.000;FALSO
306;2017-04-03;08:02:00.000;08:15:00.000;FALSO
307;2017-04-03;08:35:00.000;09:37:00.000;FALSO
308;2017-04-03;09:41:00.000;11:04:00.000;FALSO
309;2017-04-03;11:08:00.000;11:15:00.000;FALSO
310;2017-04-03;11:25:00.000;11:58:00.000;FALSO
311;2017-04-03;12:13:00.000;12:35:00.000;FALSO
312;2017-04-03;12:39:00.000;12:57:00.000;FALSO
313;2017-04-03;13:02:00.000;15:13:00.000;VERDADERO
314;2017-04-03;15:18:00.000;15:40:00.000;FALSO
315;2017-04-03;16:12:00.000;16:49:00.000;FALSO
316;2017-04-03;17:32:00.000;17:51:00.000;FALSO
317;2017-09-06;05:48:00.000;06:16:00.000;FALSO
318;2017-09-06;06:36:00.000;06:56:00.000;FALSO
319;2017-09-06;08:02:00.000;08:27:00.000;FALSO
320;2017-09-06;08:32:00.000;09:08:00.000;VERDADERO
321;2017-09-06;09:15:00.000;11:02:00.000;FALSO
322;2017-09-06;11:07:00.000;11:29:00.000;FALSO
323;2017-09-06;11:51:00.000;12:10:00.000;VERDADERO
324;2017-09-06;12:14:00.000;12:41:00.000;FALSO
325;2017-09-06;12:55:00.000;13:53:00.000;FALSO
326;2017-09-06;14:18:00.000;14:44:00.000;FALSO
327;2017-09-06;15:00:00.000;16:18:00.000;FALSO
328;2017-09-06;16:22:00.000;16:53:00.000;FALSO
329;2017-09-06;17:01:00.000;17:29:00.000;FALSO
330;2017-09-06;17:34:00.000;17:55:00.000;FALSO
331;2017-09-10;06:19:00.000;06:32:00.000;FALSO
332;2017-09-10;07:14:00.000;07:26:00.000;FALSO
333;2017-09-10;07:34:00.000;07:48:00.000;FALSO
334;2017-09-10;08:19:00.000;08:40:00.000;FALSO
335;2017-09-10;09:18:00.000;09:30:00.000;FALSO
336;2017-09-10;14:02:00.000;15:01:00.000;FALSO
337;2017-09-10;15:56:00.000;16:10:00.000;VERDADERO
338;2017-09-10;16:14:00.000;16:34:00.000;FALSO
339;2017-09-10;16:40:00.000;17:00:00.000;FALSO
340;2017-09-10;17:27:00.000;17:40:00.000;FALSO
341;2018-02-07;07:17:00.000;07:40:00.000;FALSO
342;2018-02-07;10:13:00.000;10:21:00.000;FALSO
343;2018-02-07;10:43:00.000;10:55:00.000;FALSO
344;2018-02-07;12:06:00.000;12:20:00.000;FALSO
345;2018-02-07;13:35:00.000;13:45:00.000;VERDADERO
