dia;hora inici;hora final;resultat
2004-08-14;15:13;15:16;FALSO
2004-08-14;15:47;16:01;FALSO
2004-08-14;16:11;16:12;FALSO
2004-08-14;16:43;16:48;FALSO
2004-08-14;17:03;17:20;FALSO
2004-08-15;09:29;10:19;FALSO
2004-08-15;10:27;10:35;FALSO
2004-08-15;11:09;11:13;FALSO
2004-08-15;11:24;11:38;FALSO
2004-08-15;12:34;13:01;VERDADERO
2004-08-15;13:08;13:14;FALSO
2004-08-15;15:37;15:37;FALSO
2005-05-27;09:47;09:49;FALSO
2005-05-27;11:42;11:53;FALSO
2005-05-27;12:23;12:37;VERDADERO
2005-09-09;05:34;06:02;FALSO
2005-09-09;07:41;07:41;FALSO
2005-09-09;09:51;10:17;VERDADERO
2005-09-09;10:34;10:43;FALSO
2005-09-09;10:52;10:55;FALSO
2005-09-09;12:08;12:16;FALSO
2005-09-09;13:19;13:33;FALSO
2005-09-09;13:40;13:43;FALSO
2005-09-09;13:57;16:07;FALSO
2005-09-09;16:14;17:30;FALSO
2005-09-09;17:38;18:09;FALSO
2006-04-27;09:31;09:32;FALSO
2006-04-27;09:44;09:44;FALSO
2006-04-27;11:24;11:25;FALSO
2006-04-27;11:38;11:40;FALSO
2006-04-27;11:50;11:54;FALSO
2006-04-27;12:38;12:39;FALSO
2006-04-27;13:16;13:16;FALSO
2006-04-27;15:47;16:10;VERDADERO
2006-04-27;18:02;18:12;FALSO
2006-12-05;09:44;09:46;FALSO
2006-12-05;10:23;11:03;VERDADERO
2006-12-05;11:16;11:28;FALSO
2006-12-05;14:59;15:00;FALSO
2011-08-09;05:03;05:49;FALSO
2011-08-09;05:56;06:07;FALSO
2011-08-09;06:20;06:54;FALSO
2011-08-09;07:28;07:44;FALSO
2011-08-09;07:52;08:06;VERDADERO
2011-08-09;08:28;08:28;FALSO
2011-08-09;08:58;09:06;FALSO
2011-08-09;09:28;09:58;FALSO
2011-08-09;10:07;10:10;FALSO
2011-08-09;10:26;10:45;FALSO
2011-08-09;14:32;14:43;FALSO
2011-08-09;14:58;15:02;FALSO
2011-08-09;15:52;15:57;FALSO
2011-08-09;18:06;18:06;FALSO
2011-08-09;18:48;19:02;FALSO
2011-09-08;09:19;09:31;FALSO
2011-09-08;10:19;10:20;FALSO
2011-09-08;10:51;10:54;FALSO
2011-09-08;11:29;11:33;FALSO
2011-09-08;15:39;15:39;VERDADERO
2011-09-08;15:51;15:53;FALSO
2011-09-24;06:10;06:14;FALSO
2011-09-24;08:20;08:22;FALSO
2011-09-24;08:50;08:57;FALSO
2011-09-24;09:25;09:59;VERDADERO
2011-09-24;10:06;10:07;FALSO
2011-09-24;10:52;10:56;FALSO
2011-09-24;12:40;12:54;FALSO
2011-09-24;13:53;13:57;FALSO
2011-09-24;14:07;14:13;FALSO
2011-09-24;14:21;14:25;FALSO
2011-09-24;17:33;17:34;FALSO
2013-05-13;05:45;05:50;FALSO
2013-05-13;07:34;07:44;FALSO
2013-05-13;07:51;07:51;FALSO
2013-05-13;08:00;08:01;FALSO
2013-05-13;08:10;08:17;FALSO
2013-05-13;08:50;08:59;FALSO
2013-05-13;09:23;09:30;FALSO
2013-05-13;09:43;09:51;FALSO
2013-05-13;10:18;10:26;FALSO
2013-05-13;12:14;12:21;FALSO
2013-05-13;15:58;16:21;VERDADERO
2013-05-13;17:06;17:15;FALSO
2013-10-25;07:55;08:10;VERDADERO
2013-10-25;14:54;15:19;VERDADERO
2013-10-28;09:18;09:22;FALSO
2013-10-28;10:02;10:06;FALSO
2013-10-28;14:03;14:17;VERDADERO
2013-11-06;08:32;08:45;FALSO
2013-11-06;08:53;08:55;FALSO
2013-11-06;09:18;09:27;FALSO
2013-11-06;09:50;09:58;FALSO
2013-11-06;10:28;10:39;FALSO
2013-11-06;10:57;11:01;FALSO
2013-11-06;11:36;11:36;FALSO
2013-11-06;12:52;12:55;FALSO
2013-11-06;13:40;14:01;VERDADERO
2013-11-06;15:31;15:34;FALSO
2013-11-06;15:50;16:04;FALSO
2013-11-19;10:18;10:40;VERDADERO
2013-11-19;11:24;11:26;FALSO
2013-11-19;13:33;13:37;FALSO
2013-11-19;14:57;15:01;FALSO
2013-11-19;15:09;15:11;FALSO
2013-11-19;15:55;15:55;FALSO
2013-11-19;16:15;16:15;FALSO
2013-11-19;16:33;16:34;FALSO
2014-10-16;09:01;09:10;FALSO
2014-10-16;09:40;09:45;FALSO
2014-10-16;10:01;10:18;FALSO
2014-10-16;10:28;10:35;FALSO
2014-10-16;10:52;11:29;FALSO
2014-10-16;11:47;12:23;FALSO
2014-10-16;12:44;12:46;FALSO
2014-10-16;12:58;13:10;VERDADERO
2014-10-16;13:42;13:44;FALSO
2014-10-16;14:06;14:06;FALSO
2014-10-16;14:19;14:19;FALSO
2014-10-16;15:23;16:02;FALSO
2015-03-09;06:31;06:34;FALSO
2015-03-09;14:27;14:45;VERDADERO
2015-03-09;17:02;17:18;FALSO
2015-03-09;17:28;17:48;FALSO
2015-03-11;06:22;06:37;FALSO
2015-03-11;06:45;06:50;FALSO
2015-03-11;07:11;07:17;FALSO
2015-03-11;07:41;07:46;FALSO
2015-03-11;07:53;08:03;FALSO
2015-03-11;08:07;08:24;FALSO
2015-03-11;09:20;09:20;FALSO
2015-03-11;09:42;10:02;FALSO
2015-03-11;10:41;10:50;FALSO
2015-03-11;11:06;11:23;FALSO
2015-03-11;12:32;12:32;FALSO
2015-03-11;12:48;13:04;FALSO
2015-03-11;13:16;13:26;FALSO
2015-03-11;13:55;14:08;FALSO
2015-03-11;14:26;14:26;FALSO
2015-03-11;14:37;14:44;FALSO
2015-03-11;14:53;14:58;FALSO
2015-03-11;15:10;15:41;FALSO
2015-03-11;16:13;16:32;VERDADERO
2015-03-11;17:12;17:37;FALSO
2015-04-08;10:03;10:12;FALSO
2015-04-08;10:39;10:41;FALSO
2015-04-08;11:55;11:56;FALSO
2015-04-08;12:07;12:14;FALSO
2015-04-08;14:40;14:52;VERDADERO
2015-04-08;16:33;16:41;FALSO
2015-04-08;16:59;16:59;FALSO
2015-04-08;17:10;17:11;FALSO
2015-04-08;17:28;17:32;FALSO
2015-06-21;09:40;09:55;VERDADERO
2015-06-21;13:52;13:54;FALSO
2015-06-21;14:29;14:32;FALSO
2015-06-21;15:43;15:53;FALSO
2015-06-21;16:41;17:15;FALSO
2015-06-21;17:29;17:48;FALSO
2015-06-21;17:59;18:01;FALSO
2015-06-21;18:08;18:42;FALSO
2015-06-21;18:50;18:50;FALSO
2015-06-21;19:14;19:15;FALSO
2015-07-03;04:31;04:31;FALSO
2015-07-03;09:24;09:24;FALSO
2015-07-03;15:48;15:56;FALSO
2015-09-28;07:30;07:30;FALSO
2015-09-28;09:10;09:14;FALSO
2015-09-28;09:39;09:39;FALSO
2015-09-28;10:11;10:13;FALSO
2015-09-28;13:08;13:10;FALSO
2015-09-28;13:49;13:51;FALSO
2015-09-28;14:07;14:11;FALSO
2015-09-28;14:53;15:08;VERDADERO
2017-04-03;08:15;08:15;FALSO
2017-04-03;09:23;09:23;FALSO
2017-04-03;09:31;09:36;FALSO
2017-04-03;09:56;09:57;FALSO
2017-04-03;10:09;10:24;FALSO
2017-04-03;11:26;11:32;FALSO
2017-04-03;11:40;11:47;FALSO
2017-04-03;12:15;12:22;FALSO
2017-04-03;12:33;12:33;FALSO
2017-04-03;13:16;13:20;FALSO
2017-04-03;13:30;13:41;FALSO
2017-04-03;13:58;13:58;FALSO
2017-04-03;14:16;14:44;VERDADERO
2017-04-03;14:48;15:00;FALSO
2017-04-03;16:12;16:33;FALSO
2017-04-03;17:44;17:44;FALSO
2017-09-06;06:05;06:08;FALSO
2017-09-06;06:44;06:46;FALSO
2017-09-06;07:12;07:12;FALSO
2017-09-06;07:57;07:58;FALSO
2017-09-06;08:06;08:15;FALSO
2017-09-06;08:31;09:32;VERDADERO
2017-09-06;09:47;10:17;FALSO
2017-09-06;10:25;10:39;FALSO
2017-09-06;10:50;11:28;FALSO
2017-09-06;11:46;12:25;VERDADERO
2017-09-06;12:37;12:49;FALSO
2017-09-06;12:54;12:54;FALSO
2017-09-06;12:56;13:17;FALSO
2017-09-06;13:24;13:30;FALSO
2017-09-06;13:37;13:59;FALSO
2017-09-06;14:20;14:22;FALSO
2017-09-06;14:48;16:11;FALSO
2017-09-06;16:43;16:47;FALSO
2017-09-06;18:00;18:04;FALSO
2017-09-10;15:52;16:38;VERDADERO
2018-02-07;09:53;09:53;FALSO
2018-02-07;11:19;11:26;FALSO
2018-02-07;11:40;11:40;FALSO
2018-02-07;12:22;12:24;FALSO
2018-02-07;16:22;16:23;FALSO
